Date;Start;End;Total;Residual;Hydro_pumped,
Feb-24, 2022;12:00 PM;1:00 PM;73489;26720.25;960.5
Feb-24, 2022;1:00 PM;2:00 PM;72525.5;24843.75;544.25
Feb-24, 2022;2:00 PM;3:00 PM;70994.75;23995.5;260.75
Feb-24, 2022;3:00 PM;4:00 PM;70905.25;25316.5;567
Feb-24, 2022;4:00 PM;5:00 PM;70462;28125.5;394.25
Feb-24, 2022;5:00 PM;6:00 PM;71783.5;31408.5;202
Feb-24, 2022;6:00 PM;7:00 PM;73877.75;33040.5;643.25
Feb-24, 2022;7:00 PM;8:00 PM;73575.75;31559.75;1430.5
Feb-24, 2022;8:00 PM;9:00 PM;70622;28820;1649
Feb-24, 2022;9:00 PM;10:00 PM;66261.75;26000.75;2046
Feb-24, 2022;10:00 PM;11:00 PM;63628.5;25863;2202.25
Feb-24, 2022;11:00 PM;12:00 AM;59816;23553.25;2214
Feb-25, 2022;12:00 AM;1:00 AM;57021.25;20696.75;5479.5
Feb-25, 2022;1:00 AM;2:00 AM;54900.5;18436.5;5499.5
Feb-25, 2022;2:00 AM;3:00 AM;54256.5;17801.25;5921
Feb-25, 2022;3:00 AM;4:00 AM;54687.5;17755;5089.25
Feb-25, 2022;4:00 AM;5:00 AM;56252.75;19472;3470.25
Feb-25, 2022;5:00 AM;6:00 AM;58943.5;21899;1431.5
Feb-25, 2022;6:00 AM;7:00 AM;65658.75;26762.5;744.5
Feb-25, 2022;7:00 AM;8:00 AM;70816.25;31053.25;760.25
Feb-25, 2022;8:00 AM;9:00 AM;73319.5;29173.75;677.25
Feb-25, 2022;9:00 AM;10:00 AM;74069.25;23449.5;2471.75
Feb-25, 2022;10:00 AM;11:00 AM;74358.75;19581.5;2953.25
Feb-25, 2022;11:00 AM;12:00 PM;74722.25;19825.5;1860.5
Feb-25, 2022;12:00 PM;1:00 PM;74156;20387.25;3121.5
Feb-25, 2022;1:00 PM;2:00 PM;72750.5;21195.25;2996.5
Feb-25, 2022;2:00 PM;3:00 PM;71313.5;24093.25;2045.25
Feb-25, 2022;3:00 PM;4:00 PM;70587.25;27291.5;1679.25
Feb-25, 2022;4:00 PM;5:00 PM;69028.25;32286.25;581.25
Feb-25, 2022;5:00 PM;6:00 PM;69207.75;36778.75;126.25
Feb-25, 2022;6:00 PM;7:00 PM;71028.75;40077.5;181.5
Feb-25, 2022;7:00 PM;8:00 PM;69712.75;39955.5;82.25
Feb-25, 2022;8:00 PM;9:00 PM;65504.5;35745.5;117.75
Feb-25, 2022;9:00 PM;10:00 PM;62236.25;32532;324.25
Feb-25, 2022;10:00 PM;11:00 PM;60222.5;32989;1285
Feb-25, 2022;11:00 PM;12:00 AM;56758.5;30861.25;2674.25
Feb-26, 2022;12:00 AM;1:00 AM;54142.75;29627.75;3556.5
Feb-26, 2022;1:00 AM;2:00 AM;51325.75;29701.5;3167.25
Feb-26, 2022;2:00 AM;3:00 AM;49344;30512.25;2387
Feb-26, 2022;3:00 AM;4:00 AM;48596;32302.25;882.75
Feb-26, 2022;4:00 AM;5:00 AM;48847.25;35173.75;390.5
Feb-26, 2022;5:00 AM;6:00 AM;49084;37360;237.25
Feb-26, 2022;6:00 AM;7:00 AM;50000.25;39842.75;286.75
Feb-26, 2022;7:00 AM;8:00 AM;52287.5;43689.25;85.25
Feb-26, 2022;8:00 AM;9:00 AM;55506.75;46306.75;13.25
Feb-26, 2022;9:00 AM;10:00 AM;57924.5;45910;33.75
Feb-26, 2022;10:00 AM;11:00 AM;59285.75;43047.5;761.75
Feb-26, 2022;11:00 AM;12:00 PM;59702.5;40419.75;1666.75
Feb-26, 2022;12:00 PM;1:00 PM;58763.25;37800.5;1871.5
Feb-26, 2022;1:00 PM;2:00 PM;56973.5;36631.25;2409.5
Feb-26, 2022;2:00 PM;3:00 PM;55040.5;37393.5;2111.5
Feb-26, 2022;3:00 PM;4:00 PM;53807.5;40574.25;1447.5
Feb-26, 2022;4:00 PM;5:00 PM;53722.5;46340;801.5
Feb-26, 2022;5:00 PM;6:00 PM;55888;52795.75;325.75
Feb-26, 2022;6:00 PM;7:00 PM;59718.75;56591.25;37
Feb-26, 2022;7:00 PM;8:00 PM;59198.75;54596.75;2.75
Feb-26, 2022;8:00 PM;9:00 PM;56286.25;50258.25;30.5
Feb-26, 2022;9:00 PM;10:00 PM;53910.75;45995.25;404.25
Feb-26, 2022;10:00 PM;11:00 PM;52652;42465;490.25
Feb-26, 2022;11:00 PM;12:00 AM;50633.75;38483;1201.75
Feb-27, 2022;12:00 AM;1:00 AM;48764.75;35512.75;2680
Feb-27, 2022;1:00 AM;2:00 AM;46946;32925;2487.5
Feb-27, 2022;2:00 AM;3:00 AM;46442;32332.25;2691.25
Feb-27, 2022;3:00 AM;4:00 AM;46046.75;32674.25;1743.5
Feb-27, 2022;4:00 AM;5:00 AM;46105;32775.75;1155.5
Feb-27, 2022;5:00 AM;6:00 AM;46102;32560.25;1040.75
Feb-27, 2022;6:00 AM;7:00 AM;45988.25;31660;1211
Feb-27, 2022;7:00 AM;8:00 AM;47801.75;32052;1182
Feb-27, 2022;8:00 AM;9:00 AM;51410.5;30546.25;2222
Feb-27, 2022;9:00 AM;10:00 AM;54180.5;26776.5;4273.75
Feb-27, 2022;10:00 AM;11:00 AM;55594;22462.75;5104
Feb-27, 2022;11:00 AM;12:00 PM;56529.75;18527;5705
Feb-27, 2022;12:00 PM;1:00 PM;55811;15373;6316.5
Feb-27, 2022;1:00 PM;2:00 PM;53285.75;14324.5;6073
Feb-27, 2022;2:00 PM;3:00 PM;51214;15854.75;5301.25
Feb-27, 2022;3:00 PM;4:00 PM;51039.25;21353.5;3208.75
Feb-27, 2022;4:00 PM;5:00 PM;51599.5;30274.25;1490.75
Feb-27, 2022;5:00 PM;6:00 PM;53761.75;38520;209.5
Feb-27, 2022;6:00 PM;7:00 PM;58151;41677.5;52
Feb-27, 2022;7:00 PM;8:00 PM;58586;39038.75;315.25
Feb-27, 2022;8:00 PM;9:00 PM;56483;35489.5;805.5
Feb-27, 2022;9:00 PM;10:00 PM;55074.75;33844.25;909.5
Feb-27, 2022;10:00 PM;11:00 PM;54805;34724.5;938.25
Feb-27, 2022;11:00 PM;12:00 AM;52275.25;33180.5;2478.75
Feb-28, 2022;12:00 AM;1:00 AM;50111;32101.75;3705.25
Feb-28, 2022;1:00 AM;2:00 AM;48826.5;31972.5;3442.25
Feb-28, 2022;2:00 AM;3:00 AM;48314.25;32575;2976.5
Feb-28, 2022;3:00 AM;4:00 AM;48546.75;34046;1937.75
Feb-28, 2022;4:00 AM;5:00 AM;49996.25;36373.25;587.75
Feb-28, 2022;5:00 AM;6:00 AM;53403.5;40379.75;537.75
Feb-28, 2022;6:00 AM;7:00 AM;60438.75;47570.25;364.75
Feb-28, 2022;7:00 AM;8:00 AM;65270;51796.75;29.75
Feb-28, 2022;8:00 AM;9:00 AM;68103.25;49526.25;6.75
Feb-28, 2022;9:00 AM;10:00 AM;68629.75;44968;4.75
Feb-28, 2022;10:00 AM;11:00 AM;68864.25;40539.75;446
Feb-28, 2022;11:00 AM;12:00 PM;68936.75;35600.5;1501.25
Feb-28, 2022;12:00 PM;1:00 PM;68218;31849;3701.25
Feb-28, 2022;1:00 PM;2:00 PM;67327;30808.5;3733.25
Feb-28, 2022;2:00 PM;3:00 PM;65730;31616.75;2439.25
Feb-28, 2022;3:00 PM;4:00 PM;65115.25;36725.5;1229.5
Feb-28, 2022;4:00 PM;5:00 PM;64194;43232.75;335.75
Feb-28, 2022;5:00 PM;6:00 PM;65860.75;50178.75;3.25
Feb-28, 2022;6:00 PM;7:00 PM;69564.75;51819;1
Feb-28, 2022;7:00 PM;8:00 PM;70209.25;48180.75;45.5
Feb-28, 2022;8:00 PM;9:00 PM;67278.75;42704.25;480
Feb-28, 2022;9:00 PM;10:00 PM;64909.25;39027.5;2820
Feb-28, 2022;10:00 PM;11:00 PM;62251.75;36576.5;3456
Feb-28, 2022;11:00 PM;12:00 AM;59205.25;34382;4790.5
Mar-01, 2022;12:00 AM;1:00 AM;56165.75;32134;4128.25
Mar-01, 2022;1:00 AM;2:00 AM;55029;32463.25;5202
Mar-01, 2022;2:00 AM;3:00 AM;54630.25;33619.75;5452.25
Mar-01, 2022;3:00 AM;4:00 AM;54393;35761.25;4246
Mar-01, 2022;4:00 AM;5:00 AM;54957.5;37820.5;1907.75
Mar-01, 2022;5:00 AM;6:00 AM;58008.75;41669.25;436.5
Mar-01, 2022;6:00 AM;7:00 AM;64810.75;48947.75;137.75
Mar-01, 2022;7:00 AM;8:00 AM;69181;52561.5;1
Mar-01, 2022;8:00 AM;9:00 AM;71390.5;50159.25;130.75
Mar-01, 2022;9:00 AM;10:00 AM;71106.75;45324.75;246.5
Mar-01, 2022;10:00 AM;11:00 AM;71827.5;41859.25;2057.25
Mar-01, 2022;11:00 AM;12:00 PM;71534.25;39410;1722.75
Mar-01, 2022;12:00 PM;1:00 PM;71130.25;39013;2632.5
Mar-01, 2022;1:00 PM;2:00 PM;69049.25;40136;2111.5
Mar-01, 2022;2:00 PM;3:00 PM;67145.5;43889.5;988.75
Mar-01, 2022;3:00 PM;4:00 PM;65532.25;49518;636.5
Mar-01, 2022;4:00 PM;5:00 PM;65024.5;56733.5;531.5
Mar-01, 2022;5:00 PM;6:00 PM;66358;63262;119
Mar-01, 2022;6:00 PM;7:00 PM;69697;67047;8.5
Mar-01, 2022;7:00 PM;8:00 PM;69149.25;65779.5;2.75
Mar-01, 2022;8:00 PM;9:00 PM;65412.5;61508.25;11
Mar-01, 2022;9:00 PM;10:00 PM;62081;58016.5;15.5
Mar-01, 2022;10:00 PM;11:00 PM;59416.25;55999.75;125.5
Mar-01, 2022;11:00 PM;12:00 AM;56029.5;53001.5;671.75
